V_ID,birth,death,persistence
V_4003,784,792,9
V_4004,784,791,8
V_4005,784,806,23
V_4006,784,787,4
V_4007,784,802,19
V_4008,784,787,4
V_4009,784,785,2
V_4010,784,814,31
V_4011,784,787,4
V_4012,784,814,31
V_4013,784,785,2
V_4014,784,799,16
V_4015,784,802,19
V_4016,784,784,1
V_4017,784,792,9
V_4018,784,785,2
V_4019,784,787,4
V_4020,784,814,31
V_4021,784,794,11
V_4022,784,814,31
V_4023,784,786,3
V_4024,784,784,1
V_4025,784,785,2
V_4026,784,785,2
V_4027,784,784,1
V_4028,784,814,31
V_4029,784,794,11
V_4030,785,785,1
V_4031,785,793,9
V_4032,785,789,5
V_4033,785,787,3
V_4034,785,800,16
V_4035,785,814,30
V_4036,785,791,7
V_4037,785,791,7
V_4038,785,788,4
V_4039,785,789,5
V_4040,785,796,12
V_4041,785,796,12
V_4042,785,796,12
V_4043,785,786,2
V_4044,785,798,14
V_4045,785,787,3
V_4046,785,814,30
V_4047,785,791,7
V_4048,785,788,4
V_4049,785,787,3
V_4050,785,790,6
V_4051,785,788,4
V_4052,785,789,5
V_4053,785,814,30
V_4054,785,814,30
V_4055,785,814,30
V_4056,785,788,4
V_4057,785,798,14
V_4058,785,803,19
V_4059,785,814,30
V_4060,785,795,11
V_4061,785,814,30
V_4062,785,795,11
V_4063,785,785,1
V_4064,785,793,9
V_4065,785,799,15
V_4066,785,796,12
V_4067,785,790,6
V_4068,785,813,29
V_4069,785,786,2
V_4070,785,786,2
V_4071,785,786,2
V_4072,785,814,30
V_4073,785,814,30
V_4074,785,789,5
V_4075,785,814,30
V_4076,785,785,1
V_4077,785,787,3
V_4078,785,793,9
V_4079,785,789,5
V_4080,785,787,3
V_4081,785,814,30
V_4082,785,785,1
V_4083,785,790,6
V_4084,785,785,1
V_4085,785,798,14
V_4086,785,785,1
V_4087,785,814,30
V_4088,785,796,12
V_4089,785,790,6
V_4090,785,792,8
V_4091,785,786,2
V_4092,785,789,5
V_4093,785,787,3
V_4094,785,787,3
V_4095,785,793,9
V_4096,785,790,6
V_4097,785,793,9
V_4098,785,792,8
V_4099,785,785,1
V_4100,785,800,16
V_4101,786,814,29
V_4102,786,786,1
V_4103,786,814,29
V_4104,786,787,2
V_4105,786,789,4
V_4106,786,814,29
V_4107,786,786,1
V_4108,786,802,17
V_4109,786,787,2
V_4110,786,787,2
V_4111,786,797,12
V_4112,786,814,29
V_4113,786,814,29
V_4114,786,802,17
V_4115,786,796,11
V_4116,786,786,1
V_4117,786,797,12
V_4118,786,814,29
V_4120,786,788,3
V_4121,786,792,7
V_4122,786,814,29
V_4123,786,791,6
V_4124,786,814,29
V_4125,786,787,2
V_4126,786,791,6
V_4127,786,799,14
V_4128,786,796,11
V_4129,786,799,14
V_4130,786,796,11
V_4131,786,787,2
V_4132,786,814,29
V_4133,786,786,1
V_4135,786,790,5
V_4136,786,794,9
V_4137,786,787,2
V_4138,786,814,29
V_4139,786,791,6
V_4140,786,789,4
V_4141,786,814,29
V_4142,786,814,29
V_4143,786,786,1
V_4144,786,791,6
V_4145,786,799,14
V_4146,786,788,3
V_4147,786,814,29
V_4148,786,794,9
V_4149,786,796,11
V_4150,786,787,2
V_4151,786,814,29
V_4152,786,789,4
V_4153,786,800,15
V_4154,786,787,2
V_4155,787,789,3
V_4156,787,792,6
V_4157,787,814,28
V_4158,787,799,13
V_4159,787,814,28
V_4160,787,787,1
V_4161,787,791,5
V_4162,787,797,11
V_4163,787,792,6
V_4164,787,802,16
V_4165,787,788,2
V_4167,787,789,3
V_4168,787,787,1
V_4169,787,789,3
V_4170,787,791,5
V_4171,787,790,4
V_4172,787,814,28
V_4173,787,814,28
V_4174,787,787,1
V_4175,787,787,1
V_4176,787,814,28
V_4177,787,790,4
V_4178,787,814,28
V_4179,787,788,2
V_4180,787,789,3
V_4181,787,797,11
V_4182,787,814,28
V_4183,787,795,9
V_4185,787,788,2
V_4186,787,798,12
V_4187,787,792,6
V_4188,787,789,3
V_4189,787,788,2
V_4190,787,813,27
V_4191,787,805,19
V_4192,787,814,28
V_4193,787,796,10
V_4194,787,796,10
V_4195,787,789,3
V_4196,787,803,17
V_4197,787,814,28
V_4198,787,793,7
V_4199,788,814,27
V_4200,788,796,9
V_4201,788,814,27
V_4202,788,791,4
V_4203,788,788,1
V_4204,788,795,8
V_4206,788,789,2
V_4207,788,804,17
V_4208,788,799,12
V_4209,788,795,8
V_4210,788,795,8
V_4211,788,793,6
V_4212,788,789,2
V_4213,788,791,4
V_4214,788,797,10
V_4215,788,788,1
V_4216,788,814,27
V_4217,788,793,6
V_4218,788,795,8
V_4219,788,814,27
V_4220,788,800,13
V_4221,788,801,14
V_4222,788,790,3
V_4223,788,788,1
V_4224,788,788,1
V_4225,788,796,9
V_4226,788,791,4
V_4227,788,805,18
V_4228,788,797,10
V_4229,788,807,20
V_4230,789,814,26
V_4231,789,789,1
V_4232,789,792,4
V_4233,789,792,4
V_4234,789,814,26
V_4235,789,797,9
V_4236,789,795,7
V_4238,789,790,2
V_4239,789,798,10
V_4240,789,791,3
V_4241,789,814,26
V_4242,789,803,15
V_4243,789,802,14
V_4244,789,795,7
V_4245,789,800,12
V_4246,790,791,2
V_4247,790,814,25
V_4248,790,814,25
V_4249,790,814,25
V_4250,790,791,2
V_4251,790,814,25
V_4252,790,803,14
V_4253,790,814,25
V_4254,790,803,14
V_4255,790,814,25
V_4256,790,790,1
V_4258,790,814,25
V_4259,790,814,25
V_4260,790,814,25
V_4261,791,795,5
V_4263,791,807,17
V_4264,791,795,5
V_4265,791,796,6
V_4266,791,814,24
V_4267,791,793,3
V_4268,791,814,24
V_4269,791,814,24
V_4270,791,814,24
V_4271,791,795,5
V_4273,792,814,23
V_4274,792,794,3
V_4275,793,814,22
V_4277,793,813,21
V_4278,793,799,7
V_4279,793,802,10
V_4280,793,814,22
V_4281,793,807,15
V_4282,793,795,3
V_4283,794,801,8
V_4284,794,804,11
V_4285,795,802,8
V_4286,796,797,2
V_4287,796,814,19
V_4288,796,796,1
V_4289,796,810,15
V_4290,796,814,19
V_4291,797,814,18
V_4292,799,810,12
V_4293,800,814,15
V_4294,800,810,11
V_4295,801,801,1
V_4296,801,803,3
V_4297,801,814,14
V_4298,801,814,14
V_4299,801,810,10
V_4300,801,801,1
V_4301,801,814,14
V_4302,801,814,14
V_4303,802,806,5
V_4304,802,803,2
V_4305,802,805,4
V_4306,802,813,12
V_4307,802,808,7
V_4309,802,809,8
V_4310,802,803,2
V_4311,802,808,7
V_4312,802,803,2
V_4313,802,802,1
V_4315,803,805,3
V_4316,803,803,1
V_4317,803,814,12
V_4318,803,814,12
V_4319,803,806,4
V_4320,803,810,8
V_4321,803,813,11
V_4322,803,809,7
V_4324,803,805,3
V_4325,803,808,6
V_4326,803,814,12
V_4327,803,814,12
V_4328,803,807,5
V_4329,803,813,11
V_4330,803,811,9
V_4331,803,814,12
V_4332,803,809,7
V_4333,803,805,3
V_4334,803,804,2
V_4335,803,813,11
V_4336,803,814,12
V_4337,803,811,9
V_4338,803,809,7
V_4339,803,803,1
V_4340,803,809,7
V_4341,803,808,6
V_4342,803,803,1
V_4343,803,805,3
V_4344,803,806,4
V_4345,803,805,3
V_4346,803,814,12
V_4347,803,809,7
V_4348,803,803,1
V_4349,803,814,12
V_4350,803,814,12
V_4351,803,814,12
V_4352,803,814,12
V_4353,803,808,6
V_4354,803,814,12
V_4355,803,814,12
V_4356,803,803,1
V_4357,803,814,12
V_4358,803,806,4
V_4359,804,814,11
V_4360,804,814,11
V_4361,804,807,4
V_4362,804,808,5
V_4363,804,806,3
V_4364,804,806,3
V_4365,804,805,2
V_4367,804,814,11
V_4368,804,810,7
V_4369,804,804,1
V_4370,804,811,8
V_4371,804,811,8
V_4372,804,805,2
V_4373,804,814,11
V_4374,804,806,3
V_4375,804,806,3
V_4376,804,805,2
V_4377,804,814,11
V_4378,804,810,7
V_4379,804,814,11
V_4380,804,806,3
V_4381,804,814,11
V_4382,804,814,11
V_4383,804,814,11
V_4384,804,814,11
V_4385,804,808,5
V_4386,804,811,8
V_4387,804,807,4
V_4388,804,814,11
V_4389,804,809,6
V_4391,804,814,11
V_4392,804,804,1
V_4393,804,805,2
V_4394,804,814,11
V_4395,804,814,11
V_4396,804,814,11
V_4397,804,806,3
V_4398,804,811,8
V_4399,804,814,11
V_4400,804,810,7
V_4401,804,810,7
V_4402,804,805,2
V_4403,804,814,11
V_4404,804,810,7
V_4405,804,807,4
V_4406,804,814,11
V_4407,804,810,7
V_4408,804,805,2
V_4409,804,814,11
V_4410,804,806,3
V_4411,804,806,3
V_4413,804,812,9
V_4414,804,814,11
V_4415,804,814,11
V_4416,804,814,11
V_4417,804,810,7
V_4418,804,812,9
V_4419,804,806,3
V_4420,804,814,11
V_4421,804,813,10
V_4422,804,810,7
V_4423,804,806,3
V_4424,804,814,11
V_4425,804,814,11
V_4426,804,813,10
V_4427,804,814,11
V_4428,804,806,3
V_4429,804,814,11
V_4430,804,814,11
V_4431,804,811,8
V_4432,804,804,1
V_4433,804,805,2
V_4434,804,814,11
V_4435,804,811,8
V_4436,804,814,11
V_4437,804,804,1
V_4438,805,808,4
V_4439,805,814,10
V_4440,805,808,4
V_4441,805,812,8
V_4442,805,814,10
V_4443,805,814,10
V_4444,805,814,10
V_4445,805,814,10
V_4447,805,809,5
V_4448,805,807,3
V_4449,805,805,1
V_4450,805,814,10
V_4452,805,808,4
V_4453,805,807,3
V_4454,805,814,10
V_4455,805,810,6
V_4456,805,814,10
V_4458,805,814,10
V_4459,805,809,5
V_4460,805,805,1
V_4461,805,807,3
V_4462,805,805,1
V_4463,805,814,10
V_4464,805,814,10
V_4465,805,814,10
V_4466,805,813,9
V_4467,805,811,7
V_4468,805,811,7
V_4469,805,808,4
V_4470,805,814,10
V_4471,805,814,10
V_4472,805,814,10
V_4473,805,814,10
V_4474,805,814,10
V_4475,805,806,2
V_4476,805,805,1
V_4477,805,805,1
V_4478,805,806,2
V_4479,805,805,1
V_4481,805,806,2
V_4482,805,814,10
V_4483,805,814,10
V_4484,805,805,1
V_4486,805,811,7
V_4487,805,813,9
V_4488,805,814,10
V_4489,805,806,2
V_4490,805,813,9
V_4491,805,805,1
V_4492,805,814,10
V_4493,805,814,10
V_4494,805,814,10
V_4495,805,805,1
V_4496,805,811,7
V_4497,805,814,10
V_4499,805,805,1
V_4500,805,805,1
V_4501,805,811,7
V_4502,805,809,5
V_4503,805,814,10
V_4504,805,814,10
V_4505,805,805,1
V_4506,805,806,2
V_4507,805,810,6
V_4508,805,806,2
V_4509,805,808,4
V_4510,805,805,1
V_4511,805,805,1
V_4512,805,811,7
V_4513,805,805,1
V_4514,805,805,1
V_4515,805,809,5
V_4516,805,814,10
V_4517,805,807,3
V_4518,805,814,10
V_4519,805,811,7
V_4520,805,814,10
V_4521,805,813,9
V_4522,805,805,1
V_4523,805,808,4
V_4524,805,814,10
V_4525,805,811,7
V_4526,805,813,9
V_4527,805,814,10
V_4528,805,814,10
V_4529,805,809,5
V_4530,805,814,10
V_4531,805,814,10
V_4532,805,806,2
V_4533,805,814,10
V_4534,805,814,10
V_4535,805,813,9
V_4536,805,814,10
V_4537,805,814,10
V_4538,805,814,10
V_4539,805,814,10
V_4540,805,808,4
V_4541,805,814,10
V_4542,805,814,10
V_4543,806,809,4
V_4544,806,810,5
V_4545,806,814,9
V_4546,806,809,4
V_4547,806,814,9
V_4548,806,806,1
V_4550,806,814,9
V_4551,806,814,9
V_4552,806,814,9
V_4553,806,809,4
V_4554,806,806,1
V_4555,806,814,9
V_4556,806,814,9
V_4557,806,813,8
V_4558,806,814,9
V_4559,806,807,2
V_4560,806,814,9
V_4561,806,806,1
V_4562,806,814,9
V_4563,806,806,1
V_4564,806,814,9
V_4565,806,814,9
V_4566,806,814,9
V_4567,806,809,4
V_4568,806,814,9
V_4569,806,814,9
V_4570,806,809,4
V_4571,806,807,2
V_4572,806,814,9
V_4573,806,808,3
V_4574,806,814,9
V_4575,806,814,9
V_4576,806,814,9
V_4577,806,814,9
V_4578,806,814,9
V_4579,806,807,2
V_4580,806,814,9
V_4581,806,814,9
V_4582,806,808,3
V_4583,806,807,2
V_4584,806,808,3
V_4585,806,806,1
V_4586,806,814,9
V_4587,806,808,3
V_4588,806,807,2
V_4589,806,811,6
V_4590,806,814,9
V_4591,806,806,1
V_4592,806,814,9
V_4593,806,814,9
V_4594,807,807,1
V_4595,807,810,4
V_4596,807,814,8
V_4597,807,814,8
V_4600,807,814,8
V_4601,807,814,8
V_4602,807,814,8
V_4603,807,808,2
V_4604,807,814,8
V_4605,807,814,8
V_4606,807,808,2
V_4607,807,814,8
V_4609,807,813,7
V_4610,807,814,8
V_4611,807,809,3
V_4612,807,814,8
V_4613,807,814,8
V_4614,807,809,3
V_4615,807,814,8
V_4616,807,808,2
V_4617,807,814,8
V_4618,807,814,8
V_4619,808,814,7
V_4620,808,814,7
V_4621,808,811,4
V_4622,808,814,7
V_4623,808,810,3
V_4624,809,814,6
V_4625,810,810,1
V_4626,810,814,5
V_4628,810,814,5
V_4629,811,812,2
V_4630,813,814,2
V_4631,813,814,2
V_4632,814,814,1
V_4633,814,814,1
V_4634,814,814,1
V_4635,814,814,1
V_4636,814,814,1
