1	1	NA	0
3	2	1	1.9045
4	3	1	2.59387
5	4	1	3.7805
6	5	1	4.84205
8	6	1	6.7412
8	7	1	6.7844
9	8	1	7.35736
23	9	4	21.3733
23	10	5	21.6619
23	11	3	21.665
23	12	2	21.896
23	13	3	22.5827
25	14	3	24.5691
26	15	5	25.4269
27	16	8	25.6971
27	17	3	26.2202
28	18	2	27.0343
29	19	2	27.4557
29	20	5	27.9171
33	21	2	32.9022
35	22	7	34.1657
40	23	4	39.0538
63	24	4	61.5423
81	25	3	80.4954
83	26	3	82.1503
85	27	6	83.6173
89	28	5	88.2295
95	29	2	93.8355
97	30	4	95.3767
97	31	7	96.1673
98	32	6	96.7794
98	33	3	96.9602
101	34	4	99.4592
101	35	7	99.8243
104	36	3	103.023
110	37	7	109.156
131	38	3	130.092
136	39	5	134.36
137	40	5	135.463
137	41	3	136.296
139	42	5	137.727
141	43	6	140.058
146	44	5	144.082
149	45	7	148.43
153	46	6	151.799
154	47	8	152.767
155	48	7	153.865
155	49	8	154.464
156	50	8	155.285
157	51	5	155.57
157	52	5	156.043
158	53	7	156.651
158	54	6	156.911
162	55	6	160.366
162	56	6	160.504
163	57	7	162.244
164	58	8	162.964
165	59	8	163.98
165	60	7	164.403
170	61	7	169.645
172	62	7	170.734
175	63	6	173.956
175	64	6	174.866
178	65	8	176.434
180	66	7	179.248
183	67	8	182.279
186	68	8	184.779
188	69	8	186.43
190	70	8	188.761
190	71	2	188.771
190	72	7	188.875
190	73	8	188.96
190	74	8	189.259
191	75	8	189.689
194	76	8	192.158
194	77	8	192.176
197	78	2	195.024
201	79	5	199.654
202	80	34	201.395
203	81	2	201.49
203	82	5	201.623
203	83	25	201.849
204	84	2	202.425
205	85	16	203.193
205	86	6	203.626
205	87	22	203.828
206	88	6	204.156
206	89	2	204.276
206	90	13	204.365
207	91	7	205.232
207	92	29	205.414
207	93	22	205.491
207	94	40	206.054
208	95	39	206.059
208	96	18	206.156
208	97	5	206.612
208	98	5	206.721
209	99	22	208.114
210	100	16	208.178
210	101	5	208.615
210	102	2	208.722
210	103	29	208.991
211	104	35	209.073
211	105	19	209.165
211	106	20	209.222
211	107	22	209.308
212	108	21	210.092
212	109	5	210.109
212	110	16	210.199
212	111	44	210.459
212	112	37	210.574
212	113	38	210.659
212	114	5	211.024
213	115	31	211.185
213	116	26	211.489
213	117	18	211.819
213	118	5	211.835
213	119	37	211.958
214	120	13	212.164
214	121	52	212.178
214	122	5	212.244
214	123	45	212.495
214	124	25	212.828
214	125	28	212.915
214	126	28	212.949
214	127	28	213.339
215	128	26	214.086
216	129	46	214.392
216	130	13	214.509
216	131	59	214.564
216	132	34	215.102
217	133	13	215.323
217	134	18	216.1
218	135	28	216.735
218	136	59	217.221
219	137	13	218.001
220	138	32	218.118
220	139	34	218.754
220	140	18	218.783
221	141	20	219.896
221	142	16	220.401
222	143	21	220.679
222	144	37	220.912
222	145	57	221.018
223	146	34	221.067
223	147	43	221.441
223	148	17	221.603
223	149	57	221.778
223	150	25	222.003
224	151	25	222.367
224	152	29	222.593
224	153	48	223.008
225	154	20	223.409
225	155	13	223.921
226	156	20	224.284
227	157	18	225.998
229	158	40	228.271
233	159	21	231.828
238	160	41	237.158
245	161	37	243.605
384	162	20	382.847
453	163	28	452.102
456	164	22	454.764
458	165	52	457.359
472	166	42	470.522
480	167	55	479.924
528	168	28	527.399
727	169	40	726.373
914	170	41	912.498
975	171	38	974.227
987	172	20	986.44
991	173	41	990.393
999	174	21	997.989
1000	175	17	999.03
1001	176	25	999.746
1214	177	37	1213.15
1396	178	17	1395.04
1400	179	18	1398.83
1403	180	46	1401.84
1404	181	17	1402.9
1408	182	20	1406.12
1413	183	28	1412.01
1416	184	13	1415.84
1422	185	13	1420.63
1422	186	18	1420.81
1425	187	13	1424.61
1427	188	34	1426
1516	189	17	1515.84
1534	190	17	1533.06
1563	191	25	1561.97
1563	192	18	1562.58
1622	193	38	1621.56
1623	194	55	1621.62
1626	195	20	1625.05
1628	196	17	1626.4
1628	197	13	1626.43
1628	198	63	1626.5
1628	199	18	1626.97
1628	200	17	1627.39
1630	201	19	1628.53
1631	202	38	1629.55
1631	203	19	1629.59
1634	204	17	1633.18
1638	205	43	1637.15
1648	206	37	1646.76
1652	207	19	1650.91
1663	208	17	1661.45
1663	209	19	1662.37
1664	210	37	1662.74
1664	211	38	1663.37
1665	212	58	1663.48
1666	213	65	1664.09
1666	214	34	1664.59
1666	215	19	1664.85
1666	216	34	1664.98
1670	217	38	1668.28
1671	218	19	1669.99
1673	219	19	1671.23
1673	220	19	1671.47
1675	221	34	1674.06
1679	222	37	1678.1
1682	223	19	1680.96
1684	224	38	1683.06
1685	225	38	1683.45
1685	226	44	1683.46
1685	227	58	1683.78
1686	228	23	1684.3
1687	229	34	1686.16
1688	230	34	1686.8
1688	231	57	1686.96
1689	232	38	1687.34
1689	233	34	1687.74
1690	234	57	1688.42
1690	235	60	1689.18
1691	236	34	1689.27
1691	237	38	1689.86
1692	238	58	1690.56
1692	239	34	1690.59
1692	240	34	1690.84
1692	241	58	1691.1
1694	242	57	1692.29
1694	243	38	1692.43
1694	244	58	1692.57
1694	245	34	1692.7
1694	246	23	1692.81
1695	247	58	1694.21
1696	248	57	1694.34
1696	249	34	1694.42
1696	250	57	1694.69
1698	251	69	1696.43
1698	252	57	1696.43
1698	253	58	1697.11
1699	254	34	1697.41
1699	255	57	1697.54
1699	256	57	1697.64
1699	257	57	1697.79
1699	258	57	1698.1
1700	259	69	1698.86
1700	260	38	1699.15
1701	261	58	1699.36
1701	262	57	1699.63
1702	263	58	1700.46
1702	264	58	1700.72
1702	265	57	1700.75
1702	266	57	1700.89
1703	267	69	1701.54
