hr,regime_type
568,BDR
569,BDR
570,BDR
571,BDR
572,BDR
573,BDR
574,BDR
575,BDR
576,BDR
577,BDR
578,BDR
579,BDR
580,BDR
581,BDR
582,BDR
583,BDR
584,BDR
585,BDR
586,BDR
587,BDR
588,BDR
589,BDR
590,BDR
591,BDR
592,BDR
593,BDR
594,BDR
595,BDR
596,BDR
597,BDR
598,BDR
599,BDR
600,BDR
601,BDR
602,BDR
603,BDR
604,BDR
605,BDR
606,BDR
607,BDR
608,BDR
609,BDR
610,BDR
611,BDR
612,BDR
613,BDR
614,BDR
615,BDR
616,BDR
617,BDR
618,BDR
619,BDR
620,BDR
621,BDR
622,BDR
623,BDR
624,BDR
625,BDR
626,BDR
627,BDR
628,BDR
629,BDR
630,BDR
631,BDR
632,BDR
633,BDR
634,BDR
635,BDR
636,BDR
637,BDR
638,BDR
639,BDR
640,BDR
641,BDR
642,BDR
643,BDR
644,BDR
645,BDR
646,BDR
647,BDR
648,BDR
649,BDR
650,BDR
651,BDR
652,BDR
653,BDR
654,BDR
655,BDR
656,BDR
657,BDR
658,BDR
659,BDR
660,BDR
661,BDR
662,BDR
663,BDR
664,BDR
665,BDR
666,BDR
667,BDR
668,BDR
669,BDR
670,BDR
671,BDR
672,BDR
673,BDR
674,BDR
675,BDR
676,BDR
677,BDR
678,BDR
679,BDR
680,BDR
681,BDR
682,BDR
683,BDR
684,BDR
685,BDR
686,BDR
687,BDR
688,BDR
689,BDR
690,BDR
691,BDR
692,BDR
693,BDR
694,BDR
695,BDR
696,BDR
697,BDR
698,BDR
699,BDR
700,BDR
701,BDR
702,BDR
703,BDR
704,BDR
705,BDR
706,BDR
707,BDR
708,BDR
709,BDR
710,BDR
711,BDR
712,BDR
713,BDR
714,BDR
715,BDR
716,BDR
717,BDR
718,BDR
719,BDR
720,BDR
721,BDR
722,BDR
723,BDR
724,BDR
725,BDR
726,BDR
727,BDR
728,BDR
729,BDR
730,BDR
731,BDR
732,BDR
733,BDR
734,BDR
735,BDR
736,BDR
737,BDR
738,BDR
739,BDR
740,BDR
741,BDR
742,BDR
743,BDR
744,BDR
745,BDR
746,BDR
747,BDR
748,BDR
749,BDR
750,BDR
751,BDR
752,BDR
753,BDR
754,BDR
755,BDR
756,BDR
757,BDR
758,BDR
759,BDR
760,BDR
761,BDR
762,BDR
763,BDR
764,BDR
765,BDR
766,BDR
767,BDR
768,BDR
769,BDR
770,BDR
771,BDR
772,BDR
773,BDR
774,BDR
775,BDR
776,BDR
777,BDR
778,BDR
779,BDR
780,BDR
781,BDR
782,BDR
783,BDR
784,BDR
785,BDR
786,BDR
787,BDR
788,BDR
789,BDR
790,BDR
791,BDR
792,BDR
793,BDR
794,BDR
795,BDR
796,BDR
797,BDR
798,BDR
799,BDR
800,BDR
801,BDR
802,BDR
803,BDR
804,BDR
805,BDR
806,BDR
807,BDR
808,BDR
809,BDR
810,BDR
811,BDR
812,BDR
813,BDR
814,BDR
815,BDR
816,BDR
817,BDR
818,BDR
819,BDR
820,BDR
821,BDR
822,BDR
823,BDR
824,BDR
825,BDR
826,BDR
827,BDR
828,BDR
829,BDR
830,BDR
831,BDR
832,BDR
833,BDR
834,BDR
835,BDR
836,BDR
837,BDR
838,BDR
839,BDR
840,BDR
841,BDR
842,BDR
843,BDR
844,BDR
845,BDR
846,BDR
847,BDR
848,BDR
849,BDR
850,BDR
851,BDR
852,BDR
853,BDR
854,BDR
855,BDR
856,BDR
857,BDR
858,BDR
859,BDR
860,BDR
861,BDR
862,BDR
863,BDR
864,BDR
865,BDR
866,BDR
867,BDR
868,BDR
869,BDR
870,BDR
871,BDR
872,BDR
873,BDR
874,BDR
875,BDR
876,BDR
877,BDR
878,BDR
879,BDR
880,BDR
881,BDR
882,BDR
883,BDR
884,BDR
885,BDR
886,BDR
887,BDR
888,BDR
889,BDR
890,BDR
891,BDR
892,BDR
893,BDR
894,BDR
895,BDR
896,BDR
897,BDR
898,BDR
899,BDR
900,BDR
901,BDR
902,BDR
903,BDR
904,BDR
905,BDR
906,BDR
907,BDR
908,BDR
909,BDR
910,BDR
911,BDR
912,BDR
913,BDR
914,BDR
915,BDR
916,BDR
917,BDR
918,BDR
919,BDR
920,BDR
921,BDR
922,BDR
923,BDR
924,BDR
925,BDR
926,BDR
927,BDR
928,BDR
929,BDR
930,BDR
931,BDR
932,BDR
933,BDR
934,BDR
935,BDR
936,BDR
937,BDR
938,BDR
939,BDR
940,BDR
941,BDR
942,BDR
943,BDR
944,BDR
945,BDR
946,BDR
947,BDR
948,BDR
949,BDR
950,BDR
951,BDR
952,BDR
953,BDR
954,BDR
955,BDR
956,BDR
957,BDR
958,BDR
959,BDR
960,BDR
961,BDR
962,BDR
963,BDR
964,BDR
965,BDR
966,BDR
967,BDR
968,BDR
969,BDR
970,BDR
971,BDR
972,BDR
973,BDR
974,BDR
975,BDR
976,BDR
977,BDR
978,BDR
979,BDR
980,BDR
981,BDR
982,BDR
983,BDR
984,BDR
985,BDR
986,BDR
987,BDR
988,BDR
989,BDR
990,BDR
991,BDR
992,BDR
993,BDR
994,BDR
995,BDR
996,BDR
997,BDR
998,BDR
999,BDR
1000,BDR
1001,BDR
1002,BDR
1003,BDR
1004,BDR
1005,BDR
1006,BDR
1007,BDR
1008,BDR
1009,BDR
1010,BDR
1011,BDR
1012,BDR
1013,BDR
1014,BDR
1015,BDR
1016,BDR
1017,BDR
1018,BDR
1019,BDR
1020,BDR
1021,BDR
1022,BDR
1023,BDR
1024,BDR
1025,BDR
1026,BDR
1027,BDR
1028,BDR
1029,BDR
1030,BDR
1031,BDR
1032,BDR
1033,BDR
1034,BDR
1035,BDR
1036,BDR
1037,BDR
1038,BDR
1039,BDR
1040,BDR
1041,BDR
1042,BDR
1043,BDR
1044,BDR
1045,BDR
1046,BDR
1047,BDR
1048,BDR
1049,BDR
1050,BDR
1051,BDR
1052,BDR
1053,BDR
1054,BDR
1055,BDR
1056,BDR
1057,BDR
1058,BDR
1059,BDR
1060,BDR
1061,BDR
1062,BDR
1063,BDR
1064,BDR
1065,BDR
1066,BDR
1067,BDR
1068,BDR
1069,BDR
1070,BDR
1071,BDR
1072,BDR
1073,BDR
1074,BDR
1075,BDR
1076,BDR
1077,BDR
1078,BDR
1079,BDR
1080,BDR
1081,BDR
1082,BDR
1083,BDR
1084,BDR
1085,BDR
1086,BDR
1087,BDR
1088,BDR
1089,BDR
1090,BDR
1091,BDR
1092,BDR
1093,BDR
1094,BDR
1095,BDR
1096,BDR
1097,BDR
1098,BDR
1099,BDR
1100,BDR
1101,BDR
1102,BDR
1103,BDR
1104,BDR
1105,BDR
1106,BDR
1107,BDR
1108,BDR
1109,BDR
1110,BDR
1111,BDR
1112,BDR
1113,BDR
1114,BDR
1115,BDR
1116,BDR
1117,BDR
1118,BDR
1119,BDR
1120,BDR
1121,BDR
1122,BDR
1123,BDR
1124,BDR
1125,BDR
1126,BDR
1127,BDR
1128,BDR
1129,BDR
1130,BDR
1131,BDR
1132,BDR
1133,BDR
1134,BDR
1135,BDR
1136,BDR
1137,BDR
1138,BDR
1139,BDR
1140,BDR
1141,BDR
1142,BDR
1143,BDR
1144,BDR
1145,BDR
1146,BDR
1147,BDR
1148,BDR
1149,BDR
1150,BDR
1151,BDR
1152,BDR
1153,BDR
1154,BDR
1155,BDR
1156,BDR
1157,BDR
1158,BDR
1159,BDR
1160,BDR
1161,BDR
1162,BDR
1163,BDR
1164,BDR
1165,BDR
1166,BDR
1167,BDR
1168,BDR
1169,BDR
1170,BDR
1171,BDR
1172,BDR
1173,BDR
1174,BDR
1175,BDR
1176,BDR
1177,BDR
1178,BDR
1179,BDR
1180,BDR
1181,BDR
1182,BDR
1183,BDR
1184,BDR
1185,BDR
1186,BDR
1187,BDR
1188,BDR
1189,BDR
1190,BDR
1191,BDR
1192,BDR
1193,BDR
1194,BDR
1195,BDR
1196,BDR
1197,BDR
1198,BDR
1199,BDR
1200,BDR
1201,BDR
1202,BDR
1203,BDR
1204,BDR
1205,BDR
1206,BDR
1207,BDR
1208,BDR
1209,BDR
1210,BDR
1211,BDR
1212,BDR
1213,BDR
1214,BDR
1215,BDR
1216,BDR
1217,BDR
1218,BDR
1219,BDR
1220,BDR
1221,BDR
1222,BDR
1223,BDR
1224,BDR
1225,BDR
1226,BDR
1227,BDR
1228,BDR
1229,BDR
1230,BDR
1231,BDR
1232,BDR
1233,BDR
1234,BDR
1235,BDR
1236,BDR
1237,BDR
1238,BDR
1239,BDR
1240,BDR
1241,BDR
1242,BDR
1243,BDR
1244,BDR
1245,BDR
1246,BDR
1247,BDR
1248,BDR
1249,BDR
1250,BDR
1251,BDR
1252,BDR
1253,BDR
1254,BDR
1255,BDR
1256,BDR
1257,BDR
1258,BDR
1259,BDR
1260,BDR
1261,BDR
1262,BDR
1263,BDR
1264,BDR
1265,BDR
1266,BDR
1267,BDR
1268,BDR
1269,BDR
1270,BDR
1271,BDR
1272,BDR
1273,BDR
1274,BDR
1275,BDR
1276,BDR
1277,BDR
1278,BDR
1279,BDR
1280,BDR
1281,BDR
1282,BDR
1283,BDR
1284,BDR
1285,BDR
1286,BDR
1287,BDR
1288,BDR
1289,BDR
1290,BDR
1291,BDR
1292,BDR
1293,BDR
1294,BDR
1295,BDR
1296,BDR
1297,BDR
1298,BDR
1299,BDR
1300,BDR
1301,BDR
1302,BDR
1303,BDR
1304,BDR
1305,BDR
1306,BDR
1307,BDR
1308,BDR
1309,BDR
1310,BDR
1311,BDR
1312,BDR
1313,BDR
1314,BDR
1315,BDR
1316,BDR
1317,BDR
1318,BDR
1319,BDR
1320,BDR
1321,BDR
1322,BDR
1323,BDR
1324,BDR
1325,BDR
1326,BDR
1327,BDR
1328,BDR
1329,BDR
1330,BDR
1331,BDR
1332,BDR
1333,BDR
1334,BDR
1335,BDR
1336,BDR
1337,BDR
1338,BDR
1339,BDR
1340,BDR
1341,BDR
1342,BDR
1343,BDR
1344,BDR
1345,BDR
1346,BDR
1347,BDR
1348,BDR
1349,BDR
1350,BDR
1351,BDR
1352,BDR
1353,BDR
1354,BDR
1355,BDR
1356,BDR
1357,BDR
1358,BDR
1359,BDR
1360,BDR
1361,BDR
1362,BDR
1363,BDR
1364,BDR
1365,BDR
1366,BDR
1367,BDR
1368,BDR
1369,BDR
1370,BDR
1371,BDR
1372,BDR
1373,BDR
1374,BDR
1375,BDR
1376,BDR
1377,BDR
1378,BDR
1379,BDR
1380,BDR
1381,BDR
1382,BDR
1383,BDR
1384,BDR
1385,BDR
1386,BDR
1387,BDR
1388,BDR
1389,BDR
1390,BDR
1391,BDR
1392,BDR
1393,BDR
1394,BDR
1395,BDR
1396,BDR
1397,BDR
1398,BDR
1399,BDR
1400,BDR
1401,BDR
1402,BDR
1403,BDR
1404,BDR
1405,BDR
1406,BDR
1407,BDR
1408,BDR
1409,BDR
1410,BDR
1411,BDR
1412,BDR
1413,BDR
1414,BDR
1415,BDR
1416,BDR
1417,BDR
1418,BDR
1419,BDR
1420,BDR
1421,BDR
1422,BDR
1423,BDR
1424,BDR
1425,BDR
1426,BDR
1427,BDR
1428,BDR
1429,BDR
1430,BDR
1431,BDR
1432,BDR
1433,BDR
1434,BDR
1435,BDR
1436,BDR
1437,BDR
1438,BDR
1439,BDR
1440,BDR
1441,BDR
1442,BDR
1443,BDR
1444,BDR
1445,BDR
1446,BDR
1447,BDR
1448,BDR
1449,BDR
1450,BDR
1451,BDR
1452,BDR
1453,BDR
1454,BDR
1455,BDR
1456,BDR
1457,BDR
1458,BDR
1459,BDR
1460,BDR
1461,BDR
1462,BDR
1463,BDR
1464,BDR
1465,BDR
1466,BDR
1467,BDR
1468,BDR
1469,BDR
1470,BDR
1471,BDR
1472,BDR
1473,BDR
1474,BDR
1475,BDR
1476,BDR
1477,BDR
1478,BDR
1479,BDR
1480,BDR
1481,BDR
1482,BDR
1483,BDR
1484,BDR
1485,BDR
1486,BDR
1487,BDR
1488,BDR
1489,BDR
1490,BDR
1491,BDR
1492,BDR
1493,BDR
1494,BDR
1495,BDR
1496,BDR
1497,BDR
1498,BDR
1499,BDR
1500,BDR
1501,BDR
1502,BDR
1503,BDR
1504,BDR
1505,BDR
1506,BDR
1507,BDR
1508,BDR
1509,BDR
1510,BDR
1511,BDR
1512,BDR
1513,BDR
1514,BDR
1515,BDR
1516,BDR
1517,BDR
1518,BDR
1519,BDR
1520,BDR
1521,BDR
1522,BDR
1523,BDR
1524,BDR
1525,BDR
1526,BDR
1527,BDR
1528,BDR
1529,BDR
1530,BDR
1531,BDR
1532,BDR
1533,BDR
1534,BDR
1535,BDR
1536,BDR
1537,BDR
1538,BDR
1539,BDR
1540,BDR
1541,BDR
1542,BDR
1543,BDR
1544,BDR
1545,BDR
1546,BDR
1547,BDR
1548,BDR
1549,BDR
1550,BDR
1551,BDR
1552,BDR
1553,BDR
1554,BDR
1555,BDR
1556,BDR
1557,BDR
1558,BDR
1559,BDR
1560,BDR
1561,BDR
1562,BDR
1563,BDR
1564,BDR
1565,BDR
1566,BDR
1567,BDR
1568,BDR
1569,BDR
1570,BDR
1571,BDR
1572,BDR
1573,BDR
1574,BDR
1575,BDR
1576,BDR
1577,BDR
1578,BDR
1579,BDR
1580,BDR
1581,BDR
1582,BDR
1583,BDR
1584,BDR
1585,BDR
1586,BDR
1587,BDR
1588,BDR
1589,BDR
1590,BDR
1591,BDR
1592,BDR
1593,BDR
1594,BDR
1595,BDR
1596,BDR
1597,BDR
1598,BDR
1599,BDR
1600,BDR
1601,BDR
1602,BDR
1603,BDR
1604,BDR
1605,BDR
1606,BDR
1607,BDR
1608,BDR
1609,BDR
1610,BDR
1611,BDR
1612,BDR
1613,BDR
1614,BDR
1615,BDR
1616,BDR
1617,BDR
1618,BDR
1619,BDR
1620,BDR
1621,BDR
1622,BDR
1623,BDR
1624,BDR
1625,BDR
1626,BDR
1627,BDR
1628,BDR
1629,BDR
1630,BDR
1631,BDR
1632,BDR
1633,BDR
1634,BDR
1635,BDR
1636,BDR
1637,BDR
1638,BDR
1639,BDR
1640,BDR
1641,BDR
1642,BDR
1643,BDR
1644,BDR
1645,BDR
1646,BDR
1647,BDR
1648,BDR
1649,BDR
1650,BDR
1651,BDR
1652,BDR
1653,BDR
1654,BDR
1655,BDR
1656,BDR
1657,BDR
1658,BDR
1659,BDR
1660,BDR
1661,VDR
1662,VDR
1663,VDR
1664,VDR
1665,VDR
1666,VDR
1667,VDR
1668,VDR
1669,VDR
1670,VDR
1671,VDR
1672,VDR
1673,VDR
1674,VDR
1675,VDR
1676,VDR
1677,VDR
1678,VDR
1679,VDR
1680,VDR
1681,VDR
1682,VDR
1683,VDR
1684,VDR
1685,VDR
1686,VDR
1687,VDR
1688,VDR
1689,VDR
1690,VDR
1691,VDR
1692,VDR
1693,VDR
1694,VDR
1695,VDR
1696,VDR
1697,VDR
1698,VDR
1699,VDR
1700,VDR
1701,VDR
1702,VDR
1703,VDR
1704,VDR
1705,VDR
1706,VDR
1707,VDR
1708,VDR
1709,VDR
1710,VDR
1711,VDR
1712,VDR
1713,VDR
1714,VDR
1715,VDR
1716,VDR
1717,VDR
1718,VDR
1719,VDR
1720,VDR
1721,VDR
1722,VDR
1723,VDR
1724,VDR
1725,VDR
1726,VDR
1727,VDR
1728,VDR
1729,VDR
1730,VDR
1731,VDR
1732,VDR
1733,VDR
1734,VDR
1735,VDR
1736,VDR
1737,VDR
1738,VDR
1739,VDR
1740,VDR
1741,VDR
1742,VDR
1743,VDR
1744,VDR
1745,VDR
1746,VDR
1747,VDR
1748,VDR
1749,VDR
1750,VDR
1751,VDR
1752,VDR
1753,VDR
1754,VDR
1755,VDR
1756,VDR
1757,BDR
1758,BDR
1759,BDR
1760,BDR
1761,BDR
1762,BDR
1763,BDR
1764,BDR
1765,BDR
1766,BDR
1767,BDR
1768,BDR
1769,BDR
1770,BDR
1771,BDR
1772,BDR
1773,BDR
1774,BDR
1775,BDR
1776,BDR
1777,BDR
1778,BDR
1779,BDR
1780,BDR
1781,BDR
1782,BDR
1783,BDR
1784,BDR
1785,BDR
1786,BDR
1787,BDR
1788,BDR
1789,BDR
1790,BDR
1791,BDR
1792,BDR
1793,BDR
1794,BDR
1795,BDR
1796,BDR
1797,BDR
1798,BDR
1799,BDR
1800,BDR
1801,BDR
1802,BDR
1803,BDR
1804,BDR
1805,BDR
1806,BDR
1807,BDR
1808,BDR
1809,BDR
1810,BDR
1811,BDR
1812,BDR
1813,BDR
1814,BDR
1815,BDR
1816,BDR
1817,BDR
1818,BDR
1819,BDR
1820,BDR
1821,BDR
1822,BDR
1823,BDR
1824,BDR
1825,BDR
1826,BDR
1827,BDR
1828,BDR
1829,BDR
1830,BDR
1831,BDR
1832,BDR
1833,BDR
1834,BDR
1835,BDR
1836,BDR
1837,BDR
1838,BDR
1839,BDR
1840,BDR
1841,BDR
1842,BDR
1843,BDR
1844,BDR
1845,BDR
1846,BDR
1847,BDR
1848,BDR
1849,BDR
1850,BDR
1851,BDR
1852,BDR
1853,BDR
1854,BDR
1855,BDR
1856,BDR
1857,BDR
1858,BDR
1859,BDR
1860,BDR
1861,BDR
1862,BDR
1863,BDR
1864,BDR
1865,BDR
1866,BDR
1867,BDR
1868,BDR
1869,BDR
1870,BDR
1871,BDR
1872,BDR
1873,BDR
1874,BDR
1875,BDR
1876,BDR
1877,BDR
1878,BDR
1879,BDR
1880,BDR
1881,BDR
1882,BDR
1883,BDR
1884,BDR
1885,BDR
1886,BDR
1887,BDR
1888,BDR
1889,BDR
1890,BDR
1891,BDR
1892,BDR
1893,BDR
1894,BDR
1895,BDR
1896,BDR
1897,BDR
1898,BDR
1899,BDR
1900,BDR
1901,BDR
1902,BDR
1903,BDR
1904,BDR
1905,BDR
1906,BDR
1907,BDR
1908,BDR
1909,BDR
1910,BDR
1911,BDR
1912,BDR
1913,BDR
1914,BDR
1915,BDR
1916,BDR
1917,BDR
1918,BDR
1919,BDR
1920,BDR
1921,BDR
1922,BDR
1923,BDR
1924,BDR
1925,BDR
1926,BDR
1927,BDR
1928,BDR
1929,BDR
1930,BDR
1931,BDR
1932,BDR
1933,BDR
1934,BDR
1935,BDR
1936,BDR
1937,BDR
1938,BDR
1939,BDR
1940,BDR
1941,BDR
1942,BDR
1943,BDR
1944,BDR
1945,BDR
1946,BDR
1947,BDR
1948,BDR
1949,BDR
1950,BDR
1951,BDR
1952,BDR
1953,BDR
1954,BDR
1955,BDR
1956,BDR
1957,BDR
1958,BDR
1959,BDR
1960,BDR
1961,BDR
1962,BDR
1963,BDR
1964,BDR
1965,BDR
1966,BDR
1967,BDR
1968,BDR
1969,BDR
1970,BDR
1971,BDR
1972,BDR
1973,BDR
1974,BDR
1975,BDR
1976,BDR
1977,BDR
1978,BDR
1979,BDR
1980,BDR
1981,BDR
1982,BDR
1983,BDR
1984,BDR
1985,BDR
1986,BDR
1987,BDR
1988,BDR
1989,BDR
1990,BDR
1991,BDR
1992,BDR
1993,BDR
1994,BDR
1995,BDR
1996,BDR
1997,BDR
1998,BDR
1999,BDR
2000,BDR
2001,BDR
2002,BDR
2003,BDR
2004,BDR
2005,BDR
2006,BDR
2007,BDR
2008,BDR
2009,BDR
2010,BDR
2011,BDR
2012,BDR
2013,BDR
2014,BDR
2015,BDR
2016,BDR
2017,BDR
2018,BDR
2019,BDR
2020,BDR
2021,BDR
2022,BDR
2023,BDR
2024,BDR
2025,BDR
2026,BDR
2027,BDR
2028,BDR
2029,BDR
2030,BDR
2031,BDR
2032,BDR
2033,BDR
2034,BDR
2035,BDR
2036,BDR
2037,BDR
2038,BDR
2039,BDR
2040,BDR
2041,BDR
2042,BDR
2043,BDR
2044,BDR
2045,BDR
2046,BDR
2047,BDR
2048,BDR
2049,BDR
2050,BDR
2051,BDR
2052,BDR
2053,BDR
2054,BDR
2055,BDR
2056,BDR
2057,BDR
2058,BDR
2059,BDR
2060,BDR
2061,BDR
2062,BDR
2063,BDR
2064,BDR
2065,BDR
2066,BDR
2067,BDR
2068,BDR
2069,BDR
2070,BDR
2071,BDR
2072,BDR
2073,BDR
2074,BDR
2075,BDR
2076,BDR
2077,BDR
2078,BDR
2079,BDR
2080,BDR
2081,BDR
2082,BDR
2083,BDR
2084,BDR
2085,BDR
2086,BDR
2087,BDR
2088,BDR
2089,BDR
2090,BDR
2091,BDR
2092,BDR
2093,BDR
2094,BDR
2095,BDR
2096,BDR
2097,BDR
2098,BDR
2099,BDR
2100,BDR
2101,BDR
2102,BDR
2103,BDR
2104,BDR
2105,BDR
2106,BDR
2107,BDR
2108,BDR
2109,BDR
2110,BDR
2111,BDR
2112,BDR
2113,BDR
2114,BDR
2115,BDR
2116,BDR
2117,BDR
2118,BDR
2119,BDR
2120,BDR
2121,BDR
2122,BDR
2123,BDR
2124,BDR
2125,BDR
2126,BDR
2127,BDR
2128,BDR
2129,BDR
2130,BDR
2131,BDR
2132,BDR
2133,BDR
2134,BDR
2135,BDR
2136,BDR
2137,BDR
2138,BDR
2139,BDR
2140,BDR
