timesOfRecord time Db Dp Bdensity Pdensity effDb effDp PDI
416 415.847 131 7 316112 32583.4 110.269 6.05494 0.696622
417 416.847 131 7 316106 34260.6 110.289 6.04274 0.696951
418 417.847 131 7 316100 36012.3 110.309 6.03145 0.697297
419 418.847 131 7 316094 37840.5 110.33 6.02112 0.697662
420 419.847 131 7 316088 39747.2 110.352 6.01176 0.698046
421 420.847 131 7 316081 41734 110.375 6.00341 0.69845
422 421.847 131 7 316074 43802.6 110.399 5.99611 0.698875
423 422.847 131 7 316067 45954.2 110.423 5.98989 0.699321
424 423.847 131 7 316059 48190.2 110.449 5.98479 0.699789
425 424.847 131 7 316052 50511.4 110.475 5.98084 0.700279
426 425.847 131 7 316044 52918.6 110.502 5.97811 0.700793
427 426.847 131 7 316036 55412.1 110.529 5.97661 0.70133
428 427.847 131 7 316027 57992.2 110.557 5.97641 0.701891
429 428.847 131 7 316019 60658.5 110.586 5.97755 0.702476
430 429.847 131 7 316010 63410.5 110.616 5.98008 0.703087
431 430.847 131 7 316001 66247 110.646 5.98405 0.703723
432 431.847 131 7 315991 69166.7 110.677 5.98951 0.704385
433 432.847 131 7 315982 72167.6 110.708 5.99654 0.705072
434 433.847 131 7 315972 75247.3 110.74 6.00518 0.705786
435 434.847 130 7 315963 78402.9 110.772 6.0155 0.706526
436 435.847 130 7 315953 81631 110.804 6.02757 0.707291
437 436.847 130 7 315943 84927.5 110.836 6.04144 0.708082
438 437.847 130 7 315933 88288 110.868 6.05721 0.708899
439 438.847 130 7 315923 91707.4 110.901 6.07492 0.70974
440 439.847 130 7 315913 95180.1 110.933 6.09467 0.710606
441 440.847 130 7 315902 98699.8 110.964 6.11654 0.711496
442 441.847 130 7 315892 102260 110.995 6.14059 0.712409
443 442.847 130 7 315882 105853 111.026 6.16693 0.713344
444 443.847 130 7 315872 109473 111.056 6.19563 0.7143
445 444.847 130 7 315862 113109 111.085 6.22678 0.715276
446 445.847 130 7 315853 116755 111.113 6.26047 0.71627
447 446.847 130 7 315843 120400 111.14 6.29681 0.717281
448 447.847 130 7 315833 124037 111.165 6.33587 0.718308
449 448.847 130 7 315824 127656 111.189 6.37776 0.719349
450 449.847 130 7 315815 131247 111.211 6.42256 0.720401
451 450.847 130 7 315807 134801 111.232 6.47038 0.721464
452 451.847 130 7 315798 138308 111.25 6.52131 0.722535
453 452.102 131 7 315797 139194 111.253 6.6594 0.722809
454 453.102 131 6 315788 142629 111.271 6.58978 0.723886
455 454.102 131 6 315781 145997 111.285 6.64804 0.724968
456 455.764 132 6 315769 151419 111.304 6.75241 0.726766
457 456.764 132 6 315762 154563 111.311 6.81987 0.727846
458 457.359 133 6 315759 156390 111.313 6.9177 0.728487
459 458.359 133 6 315752 159374 111.319 6.93494 0.729559
460 459.359 133 6 315747 162247 111.319 7.01178 0.730623
461 460.359 132 6 315742 165003 111.318 7.0923 0.731678
462 461.359 132 6 315737 167637 111.313 7.17651 0.732721
463 462.359 132 6 315733 170143 111.306 7.2644 0.733752
464 463.359 132 6 315729 172516 111.297 7.35593 0.734767
465 464.359 132 6 315726 174752 111.284 7.45106 0.735767
466 465.359 132 6 315723 176848 111.269 7.54969 0.736749
467 466.359 132 6 315720 178802 111.251 7.6517 0.737714
468 467.359 132 6 315718 180611 111.23 7.75695 0.738659
469 468.359 132 6 315717 182274 111.207 7.86525 0.739585
470 469.359 131 6 315715 183790 111.181 7.97637 0.740491
471 470.359 131 6 315714 185158 111.153 8.09004 0.741377
472 471.522 132 6 315714 186563 111.117 8.22506 0.742382
473 472.522 132 6 315714 187612 111.083 8.34316 0.743225
474 473.522 132 6 315714 188515 111.046 8.4627 0.744049
475 474.522 132 6 315715 189273 111.008 8.58324 0.744855
476 475.522 132 6 315716 189888 110.967 8.70433 0.745642
477 476.522 131 6 315717 190359 110.924 8.82546 0.746414
478 477.935 131 6 315720 190786 110.859 8.9956 0.747476
479 478.935 131 6 315722 190922 110.811 9.11464 0.748212
480 479.924 132 6 315725 190922 110.762 9.23069 0.748927
481 480.924 132 6 315727 190789 110.71 9.34555 0.749639
482 481.924 132 6 315731 190523 110.657 9.45753 0.750341
483 482.924 132 6 315734 190128 110.601 9.56609 0.751035
484 483.924 132 6 315738 189604 110.544 9.67071 0.751721
485 484.924 132 6 315742 188954 110.486 9.77095 0.752401
486 485.924 132 6 315746 188180 110.426 9.86639 0.753077
487 486.924 132 6 315751 187284 110.365 9.95667 0.753749
488 487.924 132 6 315756 186269 110.302 10.0415 0.754419
489 488.924 132 6 315761 185135 110.238 10.1206 0.755086
490 489.924 132 5 315766 183887 110.173 10.1939 0.755753
491 490.924 132 4 315772 182525 110.107 10.2611 0.75642
492 491.924 132 4 315778 181054 110.04 10.3224 0.757086
493 492.924 132 4 315784 179475 109.972 10.3777 0.757753
494 493.924 132 4 315791 177791 109.904 10.4272 0.75842
495 494.924 132 4 315797 176005 109.835 10.4709 0.759088
496 495.924 132 4 315804 174121 109.765 10.509 0.759757
497 496.924 132 4 315811 172142 109.695 10.5419 0.760425
498 497.924 132 4 315818 170072 109.624 10.5697 0.761094
499 498.924 132 4 315825 167915 109.553 10.5928 0.761762
500 499.924 132 4 315833 165674 109.482 10.6116 0.762429
501 500.924 132 4 315841 163354 109.411 10.6264 0.763094
502 501.924 132 4 315848 160959 109.34 10.6375 0.763757
503 502.924 132 4 315856 158495 109.269 10.6453 0.764416
504 503.924 132 4 315864 155966 109.198 10.6502 0.765071
505 504.924 132 4 315872 153378 109.128 10.6526 0.76572
506 505.924 132 4 315880 150734 109.058 10.6528 0.766364
507 506.924 132 4 315888 148041 108.988 10.6512 0.767
508 507.924 132 4 315896 145305 108.919 10.6481 0.767628
509 508.924 132 4 315904 142530 108.851 10.6439 0.768247
510 509.924 132 4 315912 139722 108.784 10.6388 0.768855
511 510.924 132 4 315920 136887 108.717 10.6333 0.769453
512 511.924 132 4 315928 134030 108.651 10.6276 0.770037
513 512.924 132 4 315936 131156 108.586 10.6219 0.770608
514 513.924 132 4 315943 128271 108.522 10.6166 0.771164
515 514.924 132 4 315951 125381 108.459 10.6119 0.771705
516 515.924 132 4 315959 122490 108.397 10.6081 0.772229
517 516.924 132 4 315966 119604 108.336 10.6054 0.772735
518 517.924 132 4 315974 116727 108.277 10.6041 0.773222
519 518.924 132 4 315981 113864 108.218 10.6043 0.773688
520 519.924 132 4 315988 111019 108.161 10.6064 0.774134
521 520.924 132 4 315995 108198 108.105 10.6105 0.774558
522 521.924 132 4 316002 105404 108.051 10.6169 0.774958
523 522.924 132 4 316009 102641 107.997 10.6258 0.775333
524 523.924 132 4 316015 99912.3 107.945 10.6375 0.775683
525 524.924 132 4 316022 97222.2 107.895 10.6521 0.776006
526 525.924 132 4 316028 94573.5 107.845 10.67 0.776301
527 526.924 132 4 316034 91969.2 107.797 10.6914 0.776566
528 527.399 133 4 316036 90749.9 107.776 10.5449 0.776681
529 528.399 133 4 316043 88216.3 107.729 10.7298 0.776901
530 529.399 133 4 316048 85733.6 107.684 10.7609 0.777087
531 530.399 133 4 316054 83304.1 107.641 10.7965 0.777239
532 531.399 133 4 316059 80929.8 107.599 10.8367 0.777355
533 532.399 133 4 316064 78612.6 107.558 10.882 0.777433
534 533.399 133 4 316069 76354.1 107.519 10.9325 0.777472
535 534.399 133 4 316073 74155.6 107.481 10.9887 0.777469
536 535.399 133 4 316078 72018.5 107.444 11.0507 0.777424
537 536.399 133 4 316082 69943.8 107.408 11.1189 0.777333
538 537.399 133 4 316086 67932.6 107.374 11.1936 0.777196
539 538.399 133 4 316090 65985.4 107.34 11.275 0.777009
540 539.399 133 4 316094 64103 107.308 11.3633 0.776771
541 540.399 133 4 316098 62286 107.277 11.4586 0.77648
542 541.399 133 4 316101 60534.6 107.248 11.5612 0.776133
543 542.399 133 4 316104 58849.1 107.219 11.6709 0.775728
544 543.399 133 4 316107 57229.7 107.191 11.7876 0.775263
545 544.399 133 4 316110 55676.6 107.165 11.9111 0.774736
546 545.399 133 4 316113 54189.6 107.139 12.0409 0.774145
547 546.399 133 4 316115 52768.8 107.115 12.1763 0.773487
548 547.399 133 4 316118 51414 107.091 12.3163 0.772761
549 548.399 133 4 316120 50124.9 107.069 12.4597 0.771966
550 549.399 133 4 316122 48901.4 107.047 12.6046 0.7711
551 550.399 133 4 316124 47743.2 107.027 12.7491 0.770161
552 551.399 133 4 316125 46650 107.007 12.8905 0.76915
553 552.399 133 4 316127 45621.3 106.988 13.0258 0.768066
554 553.399 133 4 316128 44656.8 106.97 13.1513 0.766909
555 554.399 133 4 316129 43756.1 106.953 13.263 0.765679
556 555.399 133 4 316130 42918.9 106.937 13.3565 0.764378
557 556.399 133 4 316131 42144.6 106.921 13.427 0.763008
558 557.399 133 4 316132 41432.8 106.906 13.4698 0.761572
559 558.399 133 4 316132 40783.2 106.892 13.4801 0.760072
560 559.399 133 4 316133 40195.1 106.879 13.4537 0.758512
561 560.399 133 4 316133 39668.3 106.866 13.3872 0.756897
562 561.399 133 4 316133 39202.2 106.854 13.278 0.755232
563 562.399 133 4 316133 38796.4 106.843 13.1249 0.753523
564 563.399 133 4 316133 38450.4 106.832 12.9282 0.751776
565 564.399 133 4 316133 38163.8 106.822 12.6898 0.749999
566 565.399 133 4 316132 37936.2 106.812 12.4128 0.748199
567 566.399 133 4 316131 37766.9 106.803 12.1018 0.746384
568 567.399 133 4 316131 37655.7 106.795 11.7624 0.744562
569 568.399 133 4 316130 37602 106.787 11.4008 0.742741
570 569.399 133 4 316129 37605.3 106.78 11.0234 0.74093
571 570.399 133 4 316128 37665.1 106.773 10.6367 0.739138
572 571.399 133 4 316126 37780.8 106.766 10.2466 0.737372
573 572.399 133 4 316125 37952 106.76 9.85874 0.735641
574 573.399 133 4 316123 38178 106.755 9.47764 0.733952
575 574.399 133 4 316121 38458.3 106.749 9.10719 0.732312
576 575.399 133 4 316119 38792.1 106.744 8.75041 0.730727
577 576.399 133 4 316117 39178.7 106.74 8.40953 0.729205
578 577.399 133 4 316115 39617.5 106.736 8.08608 0.727749
579 578.399 133 4 316113 40107.4 106.732 7.78096 0.726365
580 579.399 133 4 316111 40647.8 106.728 7.49457 0.725056
581 580.399 133 4 316108 41237.6 106.725 7.2269 0.723826
582 581.399 133 4 316106 41875.7 106.721 6.97762 0.722677
583 582.399 133 4 316103 42561 106.718 6.74614 0.721612
584 583.399 132 4 316100 43292.2 106.716 6.53174 0.720631
585 584.399 132 4 316097 44068.1 106.713 6.33356 0.719735
586 585.399 132 4 316094 44887.2 106.71 6.15068 0.718924
587 586.399 132 4 316091 45747.8 106.707 5.98214 0.718198
588 587.399 132 4 316088 46648.4 106.705 5.827 0.717556
589 588.399 132 4 316085 47587 106.702 5.68432 0.716996
590 589.399 132 4 316082 48561.7 106.7 5.55319 0.716518
591 590.399 132 4 316079 49570.3 106.697 5.43274 0.71612
592 591.399 132 4 316075 50610.7 106.694 5.32216 0.715799
593 592.399 132 4 316072 51680.5 106.691 5.22066 0.715553
594 593.399 132 4 316068 52777 106.688 5.12752 0.715381
595 594.399 132 4 316065 53897.5 106.684 5.04209 0.715279
596 595.399 132 4 316062 55039.3 106.68 4.96372 0.715244
597 596.399 132 4 316058 56199.2 106.676 4.89185 0.715276
598 597.399 132 4 316055 57374.3 106.672 4.82594 0.71537
599 598.399 132 4 316052 58561.1 106.667 4.76552 0.715524
600 599.399 132 4 316048 59756.2 106.662 4.71012 0.715735
601 600.399 132 4 316045 60956.2 106.656 4.65934 0.716001
602 601.399 132 4 316042 62157.3 106.65 4.6128 0.716319
603 602.399 132 4 316039 63355.7 106.643 4.57015 0.716687
604 603.399 132 4 316036 64547.8 106.635 4.53108 0.717103
605 604.399 132 4 316033 65729.4 106.627 4.4953 0.717562
606 605.534 132 5 316030 67053 106.617 4.45836 0.718135
607 606.534 132 5 316027 68199.1 106.608 4.42873 0.718682
608 607.534 132 5 316024 69322.2 106.597 4.40163 0.719266
609 608.534 132 5 316022 70418.4 106.586 4.37686 0.719885
610 609.534 132 5 316020 71483.5 106.574 4.35422 0.720537
611 610.534 132 5 316018 72513.7 106.562 4.33355 0.721219
612 611.534 132 5 316016 73505.1 106.548 4.31469 0.721929
613 612.534 132 5 316014 74453.8 106.534 4.2975 0.722666
614 613.534 132 5 316013 75356.3 106.518 4.28185 0.723426
615 614.534 132 5 316011 76208.9 106.502 4.26761 0.724209
616 615.534 132 5 316010 77008.3 106.485 4.25468 0.725013
617 616.534 132 5 316009 77751.4 106.467 4.24295 0.725834
618 617.534 132 5 316009 78435.1 106.448 4.23232 0.726672
619 618.534 132 5 316008 79056.8 106.428 4.22272 0.727525
620 619.534 132 5 316008 79614 106.408 4.21406 0.728391
621 620.534 132 5 316008 80104.4 106.386 4.20627 0.729267
622 621.534 132 5 316008 80526 106.364 4.19927 0.730154
623 622.534 132 5 316008 80877.3 106.34 4.19301 0.731048
624 623.534 132 5 316009 81156.7 106.316 4.18742 0.731948
625 624.534 132 5 316010 81363.4 106.292 4.18246 0.732854
626 625.534 132 5 316011 81496.4 106.266 4.17808 0.733762
627 626.534 132 5 316012 81555.4 106.24 4.17422 0.734672
628 627.534 132 5 316013 81540.2 106.213 4.17084 0.735583
629 628.534 132 5 316015 81450.9 106.185 4.16791 0.736493
630 629.534 132 5 316017 81288.1 106.157 4.16539 0.737401
631 630.534 132 5 316019 81052.5 106.128 4.16324 0.738305
632 631.534 132 5 316021 80745.1 106.099 4.16144 0.739206
633 632.534 132 5 316023 80367.2 106.069 4.15995 0.7401
634 633.534 132 5 316026 79920.3 106.039 4.15874 0.740988
635 634.534 132 5 316028 79406.4 106.009 4.1578 0.741868
636 635.534 132 5 316031 78827.3 105.978 4.15709 0.74274
637 636.534 132 5 316034 78185.4 105.947 4.1566 0.743603
638 637.534 132 5 316037 77483 105.915 4.15631 0.744456
639 638.534 132 5 316040 76722.7 105.884 4.15619 0.745297
640 639.534 132 5 316043 75907.2 105.852 4.15624 0.746128
641 640.534 132 5 316046 75039.4 105.821 4.15643 0.746946
642 641.534 132 5 316050 74122.1 105.789 4.15675 0.747752
643 642.534 132 5 316053 73158.6 105.757 4.15719 0.748544
644 643.534 132 5 316056 72151.8 105.726 4.15773 0.749323
645 644.534 132 5 316060 71104.9 105.694 4.15836 0.750088
646 645.534 132 5 316064 70021 105.663 4.15908 0.750839
647 646.534 132 5 316067 68903.3 105.632 4.15986 0.751574
648 647.534 132 5 316071 67755.1 105.601 4.16071 0.752296
649 648.534 132 5 316074 66579.3 105.57 4.16162 0.753002
650 649.534 132 5 316078 65379.2 105.54 4.16257 0.753692
651 650.534 132 5 316082 64157.8 105.51 4.16356 0.754368
652 651.534 132 5 316085 62918.1 105.48 4.16458 0.755028
653 652.534 132 5 316089 61663 105.451 4.16564 0.755672
654 653.534 132 5 316092 60395.3 105.422 4.16671 0.756301
655 654.799 132 6 316097 58777 105.386 4.16811 0.757075
656 655.799 132 6 316100 57490.7 105.358 4.16922 0.757669
657 656.799 132 6 316104 56200.4 105.33 4.17034 0.758247
658 657.799 132 6 316107 54908.5 105.303 4.17146 0.75881
659 658.799 132 6 316111 53617.1 105.277 4.17258 0.759359
660 659.799 132 6 316114 52328.5 105.251 4.1737 0.759892
661 660.799 132 6 316117 51044.7 105.225 4.17482 0.76041
662 661.799 132 6 316120 49767.6 105.2 4.17593 0.760914
663 662.799 132 6 316124 48499 105.176 4.17703 0.761404
664 663.799 132 6 316127 47240.5 105.152 4.17813 0.761879
665 664.799 132 6 316130 45993.7 105.129 4.17921 0.76234
666 665.799 132 6 316133 44760 105.106 4.18027 0.762788
667 666.799 132 6 316136 43540.7 105.084 4.18133 0.763222
668 667.799 132 6 316139 42337 105.062 4.18237 0.763643
669 668.799 132 6 316141 41149.9 105.041 4.18339 0.76405
670 669.799 132 6 316144 39980.6 105.02 4.18439 0.764446
671 670.799 132 6 316147 38829.8 105 4.18538 0.764829
672 671.799 132 6 316150 37698.3 104.981 4.18635 0.765199
673 672.799 132 6 316152 36586.8 104.962 4.1873 0.765558
674 673.799 132 6 316155 35495.9 104.943 4.18824 0.765905
675 674.799 132 6 316157 34426.1 104.925 4.18916 0.766241
676 675.799 132 6 316159 33377.8 104.908 4.19005 0.766566
677 676.799 132 6 316162 32351.4 104.891 4.19093 0.76688
678 677.799 132 6 316164 31347.2 104.874 4.19179 0.767184
679 678.799 132 6 316166 30365.3 104.858 4.19264 0.767478
680 679.799 132 6 316168 29406 104.843 4.19346 0.767761
681 680.799 132 6 316170 28469.3 104.828 4.19427 0.768035
682 681.799 132 6 316172 27555.2 104.813 4.19507 0.7683
683 682.799 132 6 316174 26663.7 104.799 4.19584 0.768555
684 683.799 132 6 316176 25794.8 104.785 4.19661 0.768802
685 684.799 132 6 316178 24948.4 104.772 4.19735 0.76904
686 685.799 132 6 316180 24124.2 104.759 4.19809 0.76927
687 686.799 132 6 316181 23322.2 104.747 4.19881 0.769491
688 687.799 132 6 316183 22542.1 104.735 4.19951 0.769705
689 688.799 132 6 316185 21783.6 104.723 4.20021 0.769911
690 689.799 132 6 316186 21046.6 104.712 4.2009 0.77011
691 690.799 132 6 316188 20330.6 104.701 4.20157 0.770301
692 691.799 132 6 316189 19635.4 104.69 4.20224 0.770486
693 692.799 132 6 316190 18960.7 104.68 4.20291 0.770663
694 693.799 132 6 316192 18306 104.67 4.20357 0.770835
695 694.799 132 6 316193 17671.1 104.661 4.20422 0.770999
696 695.799 132 6 316194 17055.5 104.652 4.20488 0.771158
697 696.799 132 6 316196 16458.9 104.643 4.20553 0.771311
698 697.799 132 6 316197 15880.9 104.634 4.20618 0.771458
699 698.799 132 6 316198 15321 104.626 4.20684 0.771599
700 699.799 132 6 316199 14778.9 104.618 4.20751 0.771734
701 700.799 132 6 316200 14254.1 104.61 4.20819 0.771864
702 701.799 132 6 316201 13746.3 104.603 4.20887 0.771989
703 702.799 132 6 316202 13254.9 104.596 4.20958 0.772109
704 703.799 132 6 316203 12779.7 104.589 4.2103 0.772224
705 704.799 132 6 316204 12320.2 104.582 4.21104 0.772334
706 705.799 132 6 316205 11876 104.576 4.21181 0.77244
707 706.799 132 6 316206 11446.6 104.57 4.21261 0.77254
708 707.799 132 6 316206 11031.7 104.564 4.21345 0.772636
709 708.799 132 6 316207 10630.9 104.558 4.21433 0.772728
710 709.799 132 6 316208 10243.8 104.552 4.21525 0.772815
711 710.799 132 6 316209 9869.93 104.547 4.21623 0.772898
712 711.799 132 6 316209 9508.97 104.542 4.21727 0.772976
713 712.799 132 6 316210 9160.54 104.537 4.21838 0.77305
714 713.799 132 6 316211 8824.27 104.532 4.21957 0.773119
715 714.799 132 6 316211 8499.78 104.527 4.22084 0.773184
716 715.799 132 6 316212 8186.72 104.523 4.22222 0.773244
717 716.799 132 6 316213 7884.75 104.519 4.2237 0.7733
718 717.799 132 6 316213 7593.51 104.515 4.22532 0.773352
719 718.799 132 6 316214 7312.68 104.511 4.22707 0.773399
720 719.799 132 6 316214 7041.93 104.507 4.22897 0.77344
721 720.799 132 6 316215 6780.93 104.503 4.23106 0.773477
722 721.799 132 6 316215 6529.39 104.5 4.23334 0.773509
723 722.799 132 6 316216 6287 104.496 4.23583 0.773535
724 723.799 132 6 316216 6053.46 104.493 4.23857 0.773556
725 724.799 132 6 316217 5828.49 104.49 4.24159 0.77357
726 725.799 132 6 316217 5611.81 104.487 4.2449 0.773578
727 726.373 133 6 316217 5491.17 104.485 4.17788 0.77358
728 727.373 133 6 316218 5286.99 104.482 4.25082 0.773577
729 728.373 133 6 316218 5090.43 104.48 4.25508 0.773567
730 729.373 133 6 316218 4901.23 104.477 4.25979 0.773549
731 730.373 133 6 316219 4719.15 104.474 4.26499 0.773522
732 731.373 133 6 316219 4543.96 104.472 4.27075 0.773485
733 732.373 133 6 316219 4375.44 104.47 4.27712 0.773439
734 733.373 133 6 316220 4213.36 104.467 4.28418 0.773381
735 734.373 133 6 316220 4057.53 104.465 4.29199 0.773311
736 735.373 133 6 316220 3907.72 104.463 4.30066 0.773228
737 736.373 133 6 316221 3763.76 104.461 4.31026 0.773131
738 737.373 133 6 316221 3625.45 104.459 4.32091 0.773018
739 738.373 133 6 316221 3492.6 104.457 4.33272 0.772888
740 739.373 133 6 316221 3365.06 104.455 4.34583 0.77274
741 740.373 133 6 316222 3242.65 104.454 4.36038 0.77257
742 741.373 133 6 316222 3125.21 104.452 4.37652 0.772378
743 742.373 133 6 316222 3012.59 104.451 4.39444 0.772162
744 743.373 133 6 316222 2904.65 104.449 4.41434 0.771918
745 744.373 133 6 316222 2801.24 104.448 4.43642 0.771644
746 745.373 133 6 316222 2702.24 104.446 4.46094 0.771338
747 746.373 133 6 316223 2607.51 104.445 4.48816 0.770996
748 747.373 133 6 316223 2516.95 104.443 4.51837 0.770615
749 748.373 133 6 316223 2430.43 104.442 4.5519 0.770192
750 749.373 133 6 316223 2347.86 104.441 4.58911 0.769722
751 750.373 133 6 316223 2269.14 104.44 4.63038 0.769201
752 751.373 133 6 316223 2194.16 104.439 4.67616 0.768625
753 752.373 133 6 316224 2122.86 104.438 4.7269 0.767989
754 753.373 133 6 316224 2055.14 104.437 4.78313 0.767288
755 754.373 133 6 316224 1990.93 104.436 4.84537 0.766517
756 755.373 133 6 316224 1930.18 104.435 4.91424 0.76567
757 756.373 133 6 316224 1872.82 104.434 4.99034 0.764742
758 757.373 133 6 316224 1818.8 104.433 5.07433 0.763728
759 758.373 133 6 316224 1768.07 104.432 5.16689 0.762621
760 759.373 133 6 316224 1720.6 104.432 5.26869 0.761416
761 760.373 133 6 316224 1676.35 104.431 5.38039 0.760107
762 761.373 133 6 316224 1635.3 104.43 5.50257 0.758689
763 762.373 133 6 316224 1597.44 104.43 5.63576 0.757158
764 763.373 133 6 316224 1562.76 104.429 5.78028 0.75551
765 764.373 133 6 316224 1531.25 104.428 5.93625 0.75374
766 765.373 133 6 316224 1502.92 104.428 6.10344 0.751847
767 766.373 133 6 316224 1477.79 104.427 6.28117 0.749829
768 767.373 133 6 316224 1455.89 104.427 6.46817 0.747686
769 768.373 133 6 316224 1437.24 104.426 6.66244 0.745421
770 769.373 133 6 316224 1421.9 104.426 6.86113 0.743035
771 770.373 133 6 316224 1409.9 104.426 7.06037 0.740535
772 771.373 133 6 316224 1401.32 104.425 7.25528 0.737926
773 772.373 133 6 316224 1396.23 104.425 7.44002 0.735218
774 773.373 133 6 316224 1394.71 104.425 7.60792 0.73242
